CO_FRAC_RA,x,y,plata,tiemposMin,POB
5_7_7,-58.42428025,-34.60741624,6.5,29.05,489
5_7_8,-58.42559305,-34.60842065,6.5,31.63333333,487
5_8_1,-58.42284962,-34.60421255,7.5,17.83333333,633
5_8_2,-58.42127454,-34.60439038,7.5,16.8,371
5_8_3,-58.41974572,-34.60456898,7.5,18.58333333,642
5_8_4,-58.41994613,-34.60594442,7.5,20.56666667,483
5_8_5,-58.4214472,-34.60583569,7.5,18.93333333,221
5_8_6,-58.42150941,-34.60708295,7.5,20.7,438
5_8_7,-58.42003386,-34.60708957,7.5,22.26666667,418
5_8_8,-58.42014923,-34.60836368,7.5,23.06666667,421
5_8_9,-58.42163119,-34.60837362,7.5,22.01666667,396
5_9_1,-58.418246,-34.60436665,7.5,20,511
5_9_10,-58.41877197,-34.60835556,7.5,22.21666667,423
5_9_2,-58.41687693,-34.60452479,6.5,24.68333333,315
5_9_3,-58.41703123,-34.60545085,6.5,24.4,313
5_9_4,-58.41838728,-34.60526434,7.5,20.85,269
5_9_5,-58.41860479,-34.60666503,7.5,22.51666667,287
5_9_6,-58.4172385,-34.60655766,7.5,22.76666667,301
5_9_7,-58.41606834,-34.60669367,7.5,21.7,288
5_9_8,-58.41619114,-34.60822912,7.5,19.66666667,493
5_9_9,-58.41745423,-34.60812469,7.5,21.56666667,543
6_1_1,-58.4608015,-34.609085,6.5,57.15,373
6_1_10,-58.45826318,-34.61205577,13.75,41.66666667,251
6_1_11,-58.45578194,-34.61115127,13.75,39.93333333,373
6_1_12,-58.45630922,-34.61253636,13.75,42.2,308
6_1_2,-58.45946863,-34.60691546,6.5,52.86666667,433
6_1_3,-58.45787238,-34.60600919,6.5,50.75,451
6_1_4,-58.45621755,-34.60617891,6.5,49.53333333,340
6_1_5,-58.45361593,-34.6064781,6.5,46.35,585
6_1_6,-58.45440586,-34.60758772,6.5,49.91666667,476
6_1_7,-58.45652343,-34.60792057,6.5,52.83333333,369
6_1_8,-58.45907935,-34.60822204,6.5,51.95,495
6_1_9,-58.45824159,-34.60940671,6.5,53.56666667,357
6_10_1,-58.44296036,-34.61983912,7.5,24.76666667,305
6_10_10,-58.44360929,-34.6214003,7.5,24.7,470
6_10_2,-58.44087047,-34.61919369,7.5,24.61666667,292
6_10_3,-58.43973685,-34.61759572,7.5,28.31666667,425
6_10_4,-58.43904579,-34.61839554,7.5,26.28333333,370
6_10_5,-58.4380448,-34.61898702,7.5,23.65,443
6_10_6,-58.43928357,-34.61953348,7.5,24.58333333,454
6_10_7,-58.44050323,-34.62007633,7.5,23.1,294
6_10_8,-58.44180298,-34.62065214,7.5,22.28333333,620
6_10_9,-58.44282724,-34.62109243,7.5,23.78333333,261
6_11_1,-58.44979567,-34.61759398,7.5,35.63333333,570
6_11_10,-58.44400716,-34.61913365,7.5,27.53333333,273
6_11_2,-58.44849854,-34.61741768,7.5,34.95,299
6_11_3,-58.4472953,-34.61680224,7.5,34.23333333,433
6_11_4,-58.44686419,-34.61768741,7.5,32.78333333,466
6_11_5,-58.44513518,-34.61838073,7.5,29.73333333,333
6_11_6,-58.44413632,-34.61689251,7.5,29.46666667,370
6_11_7,-58.44309503,-34.61755967,7.5,27.15,399
6_11_8,-58.44148243,-34.61690197,7.5,27.8,420
6_11_9,-58.44217057,-34.61826235,7.5,25.76666667,340
6_12_1,-58.44656787,-34.61834137,7.5,32.21666667,295
6_12_10,-58.44970902,-34.62393891,7.5,25.33333333,241
6_12_11,-58.45150159,-34.62464137,7.5,27.83333333,405
6_12_12,-58.45318724,-34.62529933,7.5,29.7,271
6_12_2,-58.45392112,-34.62175255,7.5,35.55,294
6_12_3,-58.44982317,-34.6214919,7.5,29.58333333,322
6_12_4,-58.44485825,-34.62073229,7.5,27.3,195
6_12_5,-58.44444431,-34.62180805,7.5,25.83333333,404
6_12_6,-58.44520587,-34.62210113,7.5,26.85,265
6_12_7,-58.44612545,-34.62250925,7.5,27.71666667,356
6_12_8,-58.44726027,-34.62296695,7.5,26.05,364
6_12_9,-58.44844378,-34.62343851,7.5,24.21666667,379
6_13_1,-58.4521422,-34.6262371,7.5,30.6,327
6_13_2,-58.45013054,-34.62539199,7.5,27.98333333,610
6_13_3,-58.44967935,-34.62640994,7.5,29.36666667,344
6_13_4,-58.45160458,-34.62733871,7.5,31.95,594
6_13_5,-58.45099329,-34.6282963,7.5,33.4,408
6_13_6,-58.44956587,-34.62781801,7.5,31.5,259
6_13_7,-58.44818009,-34.62846866,7.5,32.31666667,460
6_13_8,-58.44943496,-34.62997578,7.5,35.7,673
6_13_9,-58.45064296,-34.62928301,7.5,36.01666667,459
6_14_1,-58.44823847,-34.62460086,7.5,26.11666667,428
6_14_10,-58.44564522,-34.62964608,7.5,30.88333333,502
6_14_2,-58.4478709,-34.62555723,7.5,27.68333333,320
6_14_3,-58.44673906,-34.62451402,7.5,28.21666667,488
6_14_4,-58.44555092,-34.62395662,7.5,30.18333333,523
6_14_5,-58.44467814,-34.62574079,7.5,33.28333333,501
6_14_6,-58.44585852,-34.62667532,7.5,31.76666667,610
6_14_7,-58.4476971,-34.62658606,7.5,29.36666667,298
6_14_8,-58.44731078,-34.62755468,7.5,30.65,264
6_14_9,-58.44609505,-34.62846877,7.5,32.66666667,427
6_15_1,-58.44392414,-34.62351381,7.5,28.7,323
6_15_10,-58.44329812,-34.62927549,7.5,28.98333333,416
6_15_2,-58.44260063,-34.62258965,7.5,27.6,831
6_15_3,-58.44206565,-34.62386033,7.5,28.51666667,433
6_15_4,-58.44195165,-34.62501727,7.5,30.45,341
6_15_5,-58.4434239,-34.6251238,7.5,31.38333333,371
6_15_6,-58.44245475,-34.62643513,7.5,32.88333333,379
6_15_7,-58.44118135,-34.62851919,7.5,30.73333333,465
6_15_8,-58.44312193,-34.62793704,7.5,30.6,575
6_15_9,-58.44414473,-34.62811016,7.5,31.45,263
6_16_1,-58.44072158,-34.62382024,7.5,27.25,329
6_16_10,-58.43550624,-34.62815233,7.5,25.28333333,647
6_16_11,-58.43427002,-34.62728068,7.5,25.48333333,475
6_16_2,-58.44052026,-34.6256297,7.5,30.03333333,332
6_16_3,-58.43945821,-34.62439172,7.5,29.38333333,489
6_16_4,-58.43822607,-34.62509311,7.5,31.38333333,355
6_16_5,-58.43677463,-34.62437779,7.5,31.08333333,488
6_16_6,-58.4366431,-34.62580143,7.5,29,485
6_16_7,-58.43696261,-34.62712772,7.5,28.36666667,494
6_16_8,-58.43948036,-34.62693606,7.5,31.65,733
6_16_9,-58.43801776,-34.62850039,7.5,28.46666667,567
6_17_1,-58.44105656,-34.62231818,7.5,24.91666667,374
6_17_2,-58.43984145,-34.62081256,7.5,24.05,417
6_17_3,-58.43758318,-34.6200069,7.5,24.9,372
6_17_4,-58.43761063,-34.6212449,7.5,27.35,343
6_17_5,-58.43909878,-34.62158484,7.5,26.35,853
6_17_6,-58.43927365,-34.62287151,7.5,27.56666667,535
6_17_7,-58.43786609,-34.62286131,7.5,29.23333333,300
6_18_1,-58.43623979,-34.61951798,7.5,23.3,278
6_18_2,-58.43625565,-34.62074776,7.5,25.66666667,239
6_18_3,-58.43441331,-34.62020034,7.5,25.23333333,279
6_18_4,-58.43307828,-34.61853201,7.5,24.78333333,308
6_18_5,-58.4309427,-34.61732043,7.5,23.23333333,353
6_18_6,-58.42989637,-34.61699526,7.5,22.03333333,487
6_18_7,-58.42887457,-34.61665766,7.5,20.81666667,516
6_18_8,-58.42878965,-34.61825742,7.5,23.43333333,496
6_18_9,-58.43013162,-34.61844763,7.5,24.93333333,375
6_19_1,-58.4331668,-34.62001236,7.5,26.08333333,382
6_19_2,-58.43171255,-34.61982076,7.5,27.8,658
6_19_3,-58.43003535,-34.61961243,7.5,26.78333333,664
6_19_4,-58.42854164,-34.61940115,7.5,25.1,511
6_19_5,-58.42829499,-34.62057654,7.5,26.61666667,319
6_19_6,-58.42979581,-34.62074666,7.5,28.55,531
6_19_7,-58.4313962,-34.6209077,7.5,29.31666667,466
6_19_8,-58.43277186,-34.62106267,7.5,27.81666667,478
6_2_1,-58.44928729,-34.61528537,7.5,36.43333333,578
6_2_10,-58.4514714,-34.61874344,7.5,35.6,463
6_2_11,-58.4539225,-34.61996239,7.5,38.48333333,716
6_2_2,-58.45153985,-34.6136109,7.5,40.6,444
6_2_3,-58.45310963,-34.61269743,7.5,42.86666667,289
6_2_4,-58.45251942,-34.61493302,7.5,39.05,310
6_2_5,-58.45590793,-34.61488509,7.5,43.53333333,326
6_2_6,-58.45485573,-34.61666493,7.5,41.41666667,441
6_2_7,-58.45698507,-34.61704456,7.5,42.13333333,366
6_2_8,-58.45555151,-34.61885361,7.5,39.53333333,546
6_2_9,-58.45293684,-34.61720259,7.5,38.06666667,367
6_20_1,-58.43686133,-34.62223869,7.5,28.41666667,256
6_20_10,-58.42804666,-34.62191102,7.5,28.4,395
6_20_2,-58.43646478,-34.62317556,7.5,30.7,284
6_20_3,-58.43511535,-34.62269364,7.5,27.86666667,515
6_20_4,-58.43542108,-34.62147719,7.5,26.28333333,268
6_20_5,-58.43403779,-34.6212057,7.5,26.75,417
6_20_6,-58.4336554,-34.62252521,7.5,28.46666667,396
6_20_7,-58.43239179,-34.62243441,7.5,29.83333333,309
6_20_8,-58.43106955,-34.62226226,7.5,31.25,556
6_20_9,-58.42954616,-34.62209147,7.5,30.53333333,385
6_21_1,-58.43470906,-34.6256766,7.5,27.75,317
6_21_10,-58.43052848,-34.6274247,7.5,28.28333333,409
6_21_11,-58.42782807,-34.62669239,7.5,25.51666667,490
6_21_2,-58.43479531,-34.62427466,7.5,29.36666667,500
6_21_3,-58.43266478,-34.62406651,7.5,31.38333333,554
6_21_4,-58.4306804,-34.62380465,7.5,31.38333333,309
6_21_5,-58.42921884,-34.62359519,7.5,29.76666667,395
6_21_6,-58.42774581,-34.62338505,7.5,28.06666667,279
6_21_7,-58.42818459,-34.62498119,7.5,26.73333333,507
6_21_8,-58.43092933,-34.62569945,7.5,29.9,672
6_21_9,-58.43286436,-34.6266211,7.5,27.51666667,391
6_3_1,-58.45459605,-34.61062002,13.75,38.23333333,478
6_3_10,-58.4451512,-34.60904309,6.5,44.5,422
6_3_2,-58.45300243,-34.608823,6.5,50.28333333,430
6_3_3,-58.4520597,-34.61048864,6.5,52.5,466
6_3_4,-58.4500986,-34.61108443,13.75,40.33333333,343
6_3_5,-58.44839522,-34.61030131,6.5,48.86666667,366
6_3_6,-58.44983203,-34.60914317,6.5,49.73333333,456
6_3_7,-58.45081387,-34.60779371,6.5,44.36666667,449
6_3_8,-58.44854183,-34.60811873,6.5,44.15,388
6_3_9,-58.44696898,-34.60911785,6.5,45.91666667,632
6_4_1,-58.44974821,-34.61296243,7.5,38.63333333,268
6_4_10,-58.44287209,-34.61592193,7.5,29.35,465
6_4_11,-58.44078642,-34.61548925,7.5,29.9,408
6_4_2,-58.44779142,-34.61282456,7.5,38.35,338
6_4_3,-58.44714804,-34.61129115,7.5,38.43333333,457
6_4_4,-58.44471569,-34.61042482,6.5,45.81666667,397
6_4_5,-58.44466712,-34.6116369,7.5,35.88333333,368
6_4_6,-58.44383317,-34.61241988,7.5,34.83333333,410
6_4_7,-58.44667711,-34.61471266,7.5,34.55,359
6_4_8,-58.44359932,-34.61381871,7.5,32.5,455
6_4_9,-58.44331298,-34.61497318,7.5,30.75,436
6_5_1,-58.44370795,-34.60879492,6.5,42.48333333,396
6_5_10,-58.44118301,-34.61103907,7.5,34.85,474
6_5_11,-58.4398364,-34.61043495,6.5,42.06666667,468
6_5_12,-58.438588,-34.61013557,6.5,41.66666667,177
6_5_2,-58.4431784,-34.60799906,6.5,41.65,512
6_5_3,-58.44153981,-34.60772567,6.5,42.28333333,413
6_5_4,-58.44026049,-34.60756811,6.5,41.58333333,313
6_5_5,-58.43911353,-34.60711632,7.5,29.98333333,483
6_5_6,-58.43881412,-34.60871759,6.5,40.13333333,358
6_5_7,-58.44099546,-34.60900734,6.5,40.18333333,384
6_5_8,-58.44291876,-34.60972213,6.5,43.15,238
6_5_9,-58.44218424,-34.61068176,6.5,44.2,260
6_6_1,-58.44067491,-34.61262268,7.5,32.01666667,613
6_6_2,-58.43908102,-34.61260956,7.5,30.03333333,986
6_6_3,-58.43787115,-34.61202278,7.5,29.85,569
6_6_4,-58.43710647,-34.61400281,7.5,26.96666667,247
6_6_5,-58.43834309,-34.61423247,7.5,28.3,300
6_6_6,-58.43992394,-34.61420123,7.5,29.5,412
6_6_7,-58.43935178,-34.61581266,7.5,27.3,375
6_6_8,-58.43786511,-34.61557094,7.5,25.55,512
6_6_9,-58.43654529,-34.61558143,7.5,24.85,358
6_7_1,-58.43257174,-34.6039532,7.5,20.88333333,303
6_7_10,-58.4324148,-34.61043139,7.5,29.4,388
6_7_11,-58.43146863,-34.60984323,6.5,37.9,334
6_7_12,-58.43055427,-34.61016427,7.5,27.61666667,361
6_7_13,-58.43050051,-34.61129839,7.5,25.78333333,270
6_7_2,-58.43142897,-34.6056981,7.5,22.98333333,413
6_7_3,-58.43347446,-34.6049373,7.5,23.98333333,450
6_7_4,-58.43128039,-34.60742511,7.5,25.48333333,419
6_7_5,-58.431416,-34.60862278,6.5,36.08333333,423
6_7_6,-58.43542442,-34.60713495,7.5,29.83333333,334
6_7_7,-58.43617711,-34.61015618,6.5,41.63333333,586
6_7_8,-58.43611944,-34.61183829,7.5,31.56666667,390
6_7_9,-58.43373569,-34.61084591,7.5,29.8,415
6_8_1,-58.43293254,-34.61197307,7.5,28.28333333,436
6_8_10,-58.43004832,-34.61321539,7.5,23.08333333,348
6_8_2,-58.43431034,-34.61288166,7.5,29.55,600
6_8_3,-58.43636498,-34.61341144,7.5,28.53333333,323
6_8_4,-58.43521342,-34.61401495,7.5,28.63333333,334
6_8_5,-58.43550298,-34.61519396,7.5,25.96666667,263
6_8_6,-58.43423521,-34.61473008,7.5,27.18333333,678
6_8_7,-58.43339916,-34.61489656,7.5,26.06666667,345
6_8_8,-58.43139949,-34.61333263,7.5,24.65,645
6_8_9,-58.43029644,-34.61210228,7.5,24.66666667,294
6_9_1,-58.4376412,-34.61677911,7.5,24.46666667,298
6_9_10,-58.43028946,-34.61490366,7.5,20.5,363
6_9_2,-58.43726073,-34.61748146,7.5,23.08333333,263
6_9_3,-58.43679553,-34.61842533,7.5,22.01666667,279
6_9_4,-58.43568368,-34.61766195,7.5,20.73333333,419
6_9_5,-58.43626384,-34.6165165,7.5,23.3,175
6_9_6,-58.43386489,-34.61687402,7.5,23.66666667,372
6_9_7,-58.43230266,-34.61536055,7.5,24.06666667,277
6_9_8,-58.4319007,-34.61628801,7.5,22.15,184
6_9_9,-58.43074505,-34.61572837,7.5,20.48333333,393
7_1_1,-58.47563287,-34.62364443,7.5,45.1,312
7_1_10,-58.47062125,-34.63240024,7.5,32.31666667,512
7_1_2,-58.47379305,-34.62258667,7.5,43.96666667,445
7_1_3,-58.47278786,-34.62483759,7.5,39.66666667,441
7_1_4,-58.47426537,-34.62616258,7.5,41.71666667,395
7_1_5,-58.47370866,-34.62907142,7.5,37.68333333,216
7_1_6,-58.47219502,-34.62833539,7.5,36.63333333,378
7_1_7,-58.47083632,-34.62909479,7.5,33.95,235
7_1_8,-58.47010973,-34.6307231,7.5,29.78333333,330
7_1_9,-58.47212372,-34.63104957,7.5,32.38333333,368
7_10_1,-58.46042138,-34.62948038,7.5,32.65,319
7_10_10,-58.45829744,-34.6321077,7.5,36.96666667,401
7_10_2,-58.45844676,-34.62882996,7.5,31.83333333,145
7_10_3,-58.45740297,-34.62844338,7.5,30.51666667,281
7_10_4,-58.45676993,-34.62967994,7.5,32.38333333,299
7_10_5,-58.45566214,-34.63065127,7.5,33.45,322
7_10_6,-58.45759225,-34.63060243,7.5,34.2,372
7_10_7,-58.45909861,-34.63042164,7.5,34.9,327
7_10_8,-58.46057451,-34.63088032,7.5,33.81666667,521
7_10_9,-58.46005196,-34.63203035,7.5,35.7,296
7_11_1,-58.45376532,-34.62700094,7.5,30.18333333,335
7_11_10,-58.45678917,-34.63228006,7.5,36.93333333,285
7_11_2,-58.45513747,-34.62743032,7.5,28.95,393
7_11_3,-58.45632811,-34.62803943,7.5,28.73333333,360
7_11_4,-58.4549247,-34.62894771,7.5,31.65,456
7_11_5,-58.45300106,-34.6284181,7.5,32.41666667,276
7_11_6,-58.45254835,-34.62970462,7.5,34.1,397
7_11_7,-58.45206384,-34.63078092,7.5,36.05,601
7_11_8,-58.45373002,-34.63063313,7.5,33.43333333,535
7_11_9,-58.4551234,-34.63174985,7.5,34.98333333,476
7_12_1,-58.45205329,-34.63249975,7.5,32.6,504
7_12_2,-58.45128839,-34.63570639,7.5,28.38333333,261
7_12_3,-58.45016569,-34.63455621,7.5,29.56666667,385
7_12_4,-58.44834792,-34.63479881,7.5,32.41666667,349
7_12_5,-58.44891407,-34.63552434,7.5,29.85,331
7_12_6,-58.44684718,-34.63736907,7.5,32.51666667,368
7_12_7,-58.44867533,-34.63846791,7.5,31.2,301
7_12_8,-58.44510724,-34.64134257,7.5,37.78333333,296
7_12_9,-58.4446782,-34.63995652,7.5,36.38333333,431
7_13_1,-58.46170206,-34.63560254,7.5,35.38333333,357
7_13_10,-58.45580507,-34.6355408,7.5,35.55,255
7_13_11,-58.45616718,-34.63735484,7.5,32.81666667,365
7_13_12,-58.45554016,-34.63947144,7.5,31.91666667,354
7_13_13,-58.4543083,-34.63846358,7.5,33.91666667,278
7_13_14,-58.45355668,-34.63674874,7.5,30.85,343
7_13_15,-58.45236616,-34.63620294,7.5,29.61666667,256
7_13_2,-58.46046934,-34.63510826,7.5,36.15,342
7_13_3,-58.45844664,-34.63406352,7.5,37.11666667,477
7_13_4,-58.45519947,-34.63299508,7.5,37.31666667,246
7_13_5,-58.45471442,-34.63400814,7.5,34.83333333,378
7_13_6,-58.45785898,-34.63531655,7.5,35.36666667,341
7_13_7,-58.45971189,-34.636826,7.5,33.06666667,247
7_13_8,-58.45757896,-34.63961949,7.5,28.71666667,302
7_13_9,-58.45773854,-34.63709951,7.5,32.63333333,242
7_14_1,-58.46809198,-34.63731405,7.5,40.28333333,437
7_14_10,-58.46322542,-34.64212816,7.5,32.31666667,377
7_14_11,-58.46123885,-34.63977473,7.5,33.41666667,489
7_14_12,-58.4602075,-34.64077126,7.5,31.81666667,483
7_14_13,-58.45899891,-34.64185976,7.5,32.65,390
7_14_2,-58.4646259,-34.63593664,7.5,38.75,436
7_14_3,-58.46391022,-34.63705235,7.5,37.25,350
7_14_4,-58.46409547,-34.63828691,7.5,37.75,327
7_14_5,-58.46207126,-34.63846958,7.5,34.76666667,479
7_14_6,-58.46532356,-34.63987155,7.5,36.5,588
7_14_7,-58.46834958,-34.63924977,7.5,43.83333333,462
7_14_8,-58.4668448,-34.641708,7.5,38,488
7_14_9,-58.46458618,-34.64377772,7.5,34.86666667,419
7_15_1,-58.46170711,-34.6524052,7.5,48.45,365
7_15_10,-58.45390225,-34.64886719,7.5,40.46666667,500
7_15_11,-58.45793656,-34.65147356,7.5,42.25,588
7_15_2,-58.46098816,-34.64581723,7.5,35.61666667,533
7_15_3,-58.4588441,-34.64435365,7.5,34.06666667,471
7_15_4,-58.45673516,-34.64297489,7.5,34.41666667,320
7_15_5,-58.45638792,-34.64491205,7.5,37.58333333,373
7_15_6,-58.45457736,-34.64537183,7.5,39.26666667,535
7_15_7,-58.4525911,-34.64615769,7.5,41.01666667,332
7_15_8,-58.45501096,-34.64672283,7.5,40.5,400
7_15_9,-58.45655066,-34.6475114,7.5,39.98333333,574
7_16_1,-58.45427104,-34.64254042,7.5,35.23333333,358
7_16_2,-58.45339744,-34.64063729,7.5,35.2,408
7_16_3,-58.45222636,-34.64173025,7.5,37.13333333,390
7_16_4,-58.45088325,-34.63936119,7.5,33.45,364
7_16_5,-58.44862787,-34.64095586,7.5,36.8,403
7_16_6,-58.45146249,-34.64331462,7.5,38.33333333,521
7_16_7,-58.44983737,-34.64399964,7.5,40.4,450
7_16_8,-58.44805426,-34.64553258,7.5,43.4,591
7_16_9,-58.44603143,-34.64293664,7.5,40.78333333,545
7_17_1,-58.44723271,-34.64902771,7.5,47.71666667,991
7_17_10,-58.44411352,-34.65042882,13.75,50.95,996
7_17_11,-58.44345477,-34.65095703,13.75,51.83333333,363
7_17_2,-58.44435297,-34.64815828,13.75,56.53333333,982
7_17_3,-58.44466861,-34.64934844,13.75,56.63333333,848
7_17_4,-58.4438133,-34.64942027,13.75,56.58333333,1045
7_17_5,-58.443125,-34.64827593,13.75,57.78333333,547
7_17_6,-58.44310936,-34.64758249,13.5,55.73333333,777
7_17_7,-58.44132582,-34.64890822,13.75,57.21666667,1516
7_17_8,-58.44218794,-34.64919663,13.75,56.71666667,700
7_17_9,-58.4428396,-34.64974948,13.75,55.2,1219
7_18_1,-58.44178674,-34.65091699,13.75,55.45,896
7_18_10,-58.43179121,-34.65057083,13.75,50.33333333,877
7_18_2,-58.43981938,-34.64982304,13.75,57.8,273
7_18_3,-58.43876606,-34.65048311,13.75,58.35,612
7_18_4,-58.43793687,-34.64871573,13.5,51.03333333,510
7_18_5,-58.43694847,-34.64889192,13.5,50.51666667,617
7_18_6,-58.43699463,-34.65249927,13.75,59.25,999
7_18_7,-58.43495403,-34.64829326,13.5,49.16666667,642
7_18_8,-58.43364775,-34.64806816,13.75,51.65,522
7_19_1,-58.4430456,-34.64376793,7.5,42.5,531
7_19_6,-58.43915137,-34.64828594,14,59.71666667,1067
7_2_1,-58.47140286,-34.62118942,7.5,45.8,385
7_2_2,-58.46913331,-34.61951809,7.5,44.11666667,474
7_2_3,-58.46775859,-34.62146548,7.5,40.48333333,413
7_2_4,-58.46969327,-34.62278601,7.5,42.73333333,863
7_2_5,-58.47151525,-34.6239127,7.5,41.8,476
7_2_6,-58.47139619,-34.62625278,7.5,37.45,539
7_2_7,-58.46877042,-34.6248809,7.5,39.58333333,391
7_2_8,-58.46670058,-34.62423472,7.5,36.26666667,356
7_2_9,-58.46608678,-34.62243986,7.5,39.13333333,506
7_20_1,-58.43649479,-34.63641661,7.5,37.78333333,509
7_20_10,-58.4384747,-34.64514471,13.5,50.23333333,659
7_20_11,-58.43543272,-34.64393847,13.5,46.91666667,574
7_20_12,-58.43288015,-34.64438082,13.5,46.58333333,347
7_20_13,-58.43593987,-34.64591578,13.5,49.3,774
7_20_2,-58.43906616,-34.63856114,7.5,39.16666667,243
7_20_3,-58.44230087,-34.63924389,7.5,39.56666667,365
7_20_4,-58.44185051,-34.6406379,7.5,41.45,257
7_20_5,-58.4376679,-34.63999702,7.5,41.7,387
7_20_6,-58.43552771,-34.63820519,7.5,42.05,379
7_20_7,-58.43392506,-34.64075601,13.5,43.65,426
7_20_8,-58.43673029,-34.64195374,7.5,44.06666667,605
7_20_9,-58.44045593,-34.64237902,7.5,43.16666667,454
7_21_1,-58.44892714,-34.63169329,7.5,34.08333333,545
7_21_10,-58.44084998,-34.63661648,7.5,37.2,432
7_21_11,-58.43866712,-34.63672553,7.5,35.75,372
7_21_12,-58.44192407,-34.63784009,7.5,40.01666667,434
7_21_2,-58.44505499,-34.6308238,7.5,29.25,564
7_21_3,-58.44295868,-34.63181238,7.5,25.41666667,489
7_21_4,-58.44399102,-34.63172841,7.5,27.08333333,247
7_21_5,-58.4469298,-34.63266141,7.5,30.66666667,315
7_21_6,-58.4458055,-34.63344955,7.5,29.58333333,484
7_21_7,-58.44690927,-34.63434083,7.5,31.31666667,332
7_21_8,-58.44258128,-34.63471755,7.5,32.51666667,200
7_21_9,-58.44355543,-34.63715403,7.5,37.63333333,338
7_22_1,-58.44143398,-34.63042871,7.5,27.55,330
7_22_10,-58.43501364,-34.63355016,7.5,34.03333333,411
7_22_11,-58.43710004,-34.63381381,7.5,36.01666667,338
7_22_12,-58.4389975,-34.63429746,7.5,32.7,260
7_22_13,-58.43734122,-34.63484512,7.5,36.06666667,368
7_22_2,-58.43929717,-34.63013834,7.5,31.35,530
7_22_3,-58.43959773,-34.63168603,7.5,31.23333333,421
7_22_4,-58.43852928,-34.63277809,7.5,33.23333333,448
7_22_5,-58.43692687,-34.63070834,7.5,30.71666667,541
7_22_6,-58.43542218,-34.63058621,7.5,29.51666667,450
7_22_7,-58.43433149,-34.62986751,7.5,27,289
7_22_8,-58.43341434,-34.62973852,7.5,27.08333333,289
7_22_9,-58.43324617,-34.63275,7.5,32.06666667,309
7_23_1,-58.43169907,-34.63029461,7.5,30,390
7_23_2,-58.43034349,-34.62908858,7.5,30.05,536
7_23_3,-58.42814939,-34.62841332,7.5,27.03333333,398
7_23_4,-58.42671032,-34.62820534,7.5,25.36666667,298
7_23_5,-58.42632495,-34.62993378,7.5,27.65,357
7_23_6,-58.42841238,-34.6302276,7.5,31.05,370
7_23_7,-58.42651018,-34.6320625,7.5,32.06666667,406
7_23_8,-58.42904547,-34.63253859,7.5,35.65,413
7_23_9,-58.43124183,-34.63278672,7.5,35.05,346
7_24_1,-58.43333496,-34.63573017,7.5,37.63333333,436
7_24_10,-58.42853923,-34.64009374,6.5,60,494
7_24_11,-58.42537951,-34.64009148,13.5,40.1,456
7_24_2,-58.4304335,-34.63540259,7.5,38.83333333,463
7_24_3,-58.42849246,-34.63411081,7.5,36.91666667,608
7_24_4,-58.42488626,-34.63631677,13.5,34.91666667,545
7_24_5,-58.42672269,-34.63686858,7.5,39.73333333,474
7_24_6,-58.42916063,-34.6374196,7.5,41.85,546
7_24_7,-58.43295524,-34.63820688,13.5,39.33333333,452
7_24_8,-58.43106075,-34.63857588,7.5,40.96666667,430
7_24_9,-58.43126241,-34.64096122,6.5,60.3,482
7_3_1,-58.46709,-34.61915436,7.5,44.5,357
7_3_10,-58.46435212,-34.62409029,7.5,36.11666667,546
7_3_2,-58.46578974,-34.61808546,7.5,46.11666667,497
7_3_3,-58.46359833,-34.6178447,7.5,42.91666667,571
7_3_4,-58.46496628,-34.62028929,7.5,42.91666667,572
7_3_5,-58.46445316,-34.62226897,7.5,40.21666667,404
7_3_6,-58.46303216,-34.62027404,7.5,40.65,434
7_3_7,-58.46155528,-34.62127685,7.5,38.18333333,613
7_3_8,-58.4601497,-34.62260588,7.5,34.4,356
7_3_9,-58.46190701,-34.62323831,7.5,36.56666667,365
7_4_1,-58.46263492,-34.61673097,7.5,43.61666667,464
7_4_10,-58.45692109,-34.62144989,7.5,35.38333333,483
7_4_2,-58.46142456,-34.61636959,7.5,42.58333333,412
7_4_3,-58.4599227,-34.61565284,7.5,44.2,454
7_4_4,-58.45880106,-34.61595541,7.5,43.86666667,682
7_4_5,-58.45880373,-34.61762558,7.5,41.41666667,372
7_4_6,-58.46100324,-34.61838636,7.5,40.78333333,596
7_4_7,-58.45944829,-34.62102191,7.5,36.31666667,576
7_4_8,-58.45814528,-34.61911512,7.5,39.58333333,431
7_4_9,-58.45753102,-34.62026853,7.5,37.58333333,318
7_5_1,-58.45922366,-34.62734648,7.5,30.13333333,290
7_5_2,-58.45834093,-34.62665083,7.5,29.31666667,242
7_5_3,-58.45702737,-34.62595281,7.5,27.96666667,392
7_5_4,-58.45580846,-34.62632878,7.5,26.1,466
7_5_5,-58.45546632,-34.62405906,7.5,31.66666667,572
7_5_6,-58.45764649,-34.62438612,7.5,31.03333333,258
7_5_7,-58.458304,-34.62329386,7.5,32.96666667,333
7_5_8,-58.45950972,-34.62439616,7.5,32.7,323
7_5_9,-58.46061249,-34.6256464,7.5,33.46666667,558
7_6_1,-58.46137606,-34.62437844,7.5,35.13333333,420
7_6_2,-58.46311543,-34.62497012,7.5,35.35,366
7_6_3,-58.4645529,-34.6254094,7.5,34.43333333,301
7_6_4,-58.46408711,-34.62650011,7.5,32.91666667,414
7_6_5,-58.46262934,-34.62609641,7.5,33.63333333,423
