CO_FRAC_RA,x,y,plata,tiemposMin,POB
14_18_3,-58.41390017,-34.58374454,7.5,18.48333333,488
14_18_4,-58.41327432,-34.5826978,7.5,21.26666667,410
14_18_5,-58.4121424,-34.58301482,7.5,20.78333333,487
14_18_6,-58.41281418,-34.58451914,7.5,19.61666667,398
14_18_7,-58.41359308,-34.58504873,7.5,18.41666667,310
14_18_8,-58.41440598,-34.58560563,7.5,17.3,489
14_19_1,-58.42011011,-34.58505303,7.5,22.26666667,311
14_19_2,-58.42152161,-34.58579383,7.5,24.2,568
14_19_3,-58.42049329,-34.58658104,7.5,22.3,589
14_19_4,-58.41916049,-34.58573578,7.5,20.4,716
14_19_5,-58.41779108,-34.58487048,7.5,18.4,661
14_2_1,-58.44185556,-34.56508104,7.5,32.63333333,516
14_2_10,-58.4367559,-34.56565356,7.5,35.56666667,577
14_2_2,-58.4409791,-34.56426959,7.5,34.5,289
14_2_3,-58.44030536,-34.56351878,7.5,35.95,417
14_2_4,-58.43910684,-34.56422983,7.5,34.7,358
14_2_5,-58.43982686,-34.56506112,7.5,33.06666667,362
14_2_6,-58.43885105,-34.56573209,7.5,32.35,345
14_2_7,-58.43801219,-34.56487573,7.5,33.95,337
14_2_8,-58.4378026,-34.56381909,7.5,35.51666667,406
14_2_9,-58.43592074,-34.56479777,7.5,37.1,430
14_20_1,-58.41941708,-34.58739109,7.5,20.8,645
14_20_2,-58.41806348,-34.58654107,7.5,18.75,705
14_20_3,-58.41666223,-34.58566573,7.5,16.81666667,476
14_20_4,-58.41562332,-34.58638216,7.5,17.85,437
14_20_5,-58.4170667,-34.5872651,7.5,20,433
14_20_6,-58.41810774,-34.58790636,7.5,21.53333333,296
14_20_7,-58.41881812,-34.58833694,7.5,22.55,185
14_21_1,-58.43068715,-34.5925533,7.5,33.06666667,533
14_21_10,-58.42598171,-34.59299957,7.5,32.73333333,296
14_21_11,-58.42860994,-34.59397918,7.5,32.01666667,382
14_21_2,-58.42846709,-34.59193407,13.75,34.61666667,389
14_21_3,-58.42746927,-34.59120742,7.5,32.88333333,190
14_21_4,-58.42489102,-34.59094945,7.5,29.3,296
14_21_5,-58.42654527,-34.58985453,7.5,31.4,196
14_21_6,-58.4237139,-34.58901387,7.5,27.63333333,312
14_21_7,-58.42127563,-34.58925208,7.5,25.58333333,414
14_21_8,-58.42229884,-34.58974614,7.5,26.2,369
14_21_9,-58.42357411,-34.59139319,7.5,29.16666667,301
14_22_1,-58.42655317,-34.59462059,7.5,31.81666667,441
14_22_10,-58.42153839,-34.59571587,7.5,26.75,385
14_22_2,-58.42349516,-34.59262256,7.5,30.8,497
14_22_3,-58.4211921,-34.59098871,7.5,28.36666667,268
14_22_4,-58.41982553,-34.59148067,7.5,27.71666667,300
14_22_5,-58.42115012,-34.5933113,7.5,29.36666667,519
14_22_6,-58.42305484,-34.59406105,13.5,33.23333333,541
14_22_7,-58.42383877,-34.59542053,7.5,31.31666667,399
14_22_8,-58.42539604,-34.59612283,7.5,29.26666667,436
14_22_9,-58.42245973,-34.59743016,7.5,24.38333333,770
14_23_1,-58.41896496,-34.59299902,7.5,26.41666667,308
14_23_10,-58.41801679,-34.59762892,7.5,25.51666667,462
14_23_11,-58.41584444,-34.59769136,7.5,25.28333333,560
14_23_2,-58.41672801,-34.59278955,7.5,23.76666667,231
14_23_3,-58.41726405,-34.59388203,7.5,26.01666667,299
14_23_4,-58.41503804,-34.59407417,7.5,25.18333333,426
14_23_5,-58.41503718,-34.59524663,7.5,26.45,638
14_23_6,-58.4168878,-34.59524612,7.5,26.73333333,253
14_23_7,-58.41917062,-34.59522822,7.5,27,404
14_23_8,-58.41975627,-34.59686912,7.5,24.4,641
14_23_9,-58.41634702,-34.59652777,6.5,36.58333333,613
14_24_1,-58.41632049,-34.59170959,7.5,23.31666667,385
14_24_2,-58.41558148,-34.59087727,7.5,21.88333333,270
14_24_3,-58.41449697,-34.59063427,7.5,19.53333333,259
14_24_4,-58.41464053,-34.59159701,7.5,20.61666667,226
14_24_5,-58.41543485,-34.59239408,7.5,22.08333333,507
14_24_6,-58.41463191,-34.59302232,7.5,22.06666667,383
14_24_7,-58.41385134,-34.59219884,7.5,20.55,383
14_24_8,-58.41303109,-34.59282051,7.5,22,250
14_24_9,-58.41379401,-34.59367141,7.5,23.56666667,384
14_25_1,-58.41619701,-34.5879007,7.5,21.43333333,482
14_25_2,-58.41732192,-34.58856935,7.5,22.86666667,270
14_25_3,-58.41612768,-34.58946723,7.5,21.88333333,349
14_25_4,-58.41737521,-34.58962243,7.5,23.65,305
14_25_5,-58.4187716,-34.5893761,7.5,25.15,254
14_25_6,-58.41964963,-34.58996307,7.5,26.05,304
14_25_7,-58.41854209,-34.59045463,7.5,25.7,374
14_25_8,-58.41755872,-34.5911955,7.5,25.05,381
14_25_9,-58.41706274,-34.59057728,7.5,24.03333333,391
14_26_1,-58.4147102,-34.58701512,7.5,19.3,530
14_26_2,-58.41353932,-34.58752632,7.5,17.66666667,420
14_26_3,-58.41427554,-34.58804182,7.5,18.86666667,215
14_26_4,-58.41517682,-34.5886745,7.5,20.08333333,941
14_26_5,-58.41406453,-34.58946094,7.5,19.11666667,511
14_26_6,-58.4128351,-34.58833084,7.5,16.96666667,486
14_26_7,-58.41196807,-34.58887479,7.5,15.76666667,540
14_27_1,-58.41314802,-34.59007892,7.5,17.85,640
14_27_2,-58.41237677,-34.59062462,7.5,17.76666667,642
14_27_3,-58.41130433,-34.58930689,7.5,15.35,317
14_27_4,-58.41055782,-34.58981882,7.5,17,406
14_27_5,-58.411585,-34.59117135,7.5,19.1,487
14_27_6,-58.412435,-34.59213307,7.5,20.71666667,226
14_27_7,-58.41324323,-34.59154324,7.5,19.31666667,220
14_28_1,-58.41347216,-34.5862123,7.5,18.71666667,279
14_28_10,-58.41017775,-34.58625485,7.5,17.63333333,388
14_28_11,-58.40873812,-34.58692059,7.5,19.2,430
14_28_12,-58.4097012,-34.58824991,7.5,17.06666667,231
14_28_2,-58.4126926,-34.58563769,7.5,19.86666667,284
14_28_3,-58.41196385,-34.58510298,7.5,20.91666667,349
14_28_4,-58.41113433,-34.5856743,7.5,19.03333333,355
14_28_5,-58.41182177,-34.58621963,7.5,18.58333333,266
14_28_6,-58.41257795,-34.58680988,7.5,17.45,460
14_28_7,-58.41174045,-34.58740268,7.5,16.08333333,364
14_28_8,-58.41098866,-34.58787555,7.5,15.2,293
14_28_9,-58.41079553,-34.58692373,7.5,16.45,305
14_29_1,-58.40869859,-34.58108055,7.5,27.45,272
14_29_10,-58.41102434,-34.58441078,7.5,21.06666667,385
14_29_11,-58.41178554,-34.58381636,7.5,21.25,309
14_29_2,-58.40686335,-34.58169616,7.5,28.58333333,513
14_29_3,-58.4053162,-34.58221861,7.5,27.4,284
14_29_4,-58.40579732,-34.58318833,7.5,25.88333333,405
14_29_5,-58.40683627,-34.58286869,7.5,26.66666667,291
14_29_6,-58.4078467,-34.58255647,7.5,27.18333333,468
14_29_7,-58.40924937,-34.58212971,7.5,25.96666667,448
14_29_8,-58.41056653,-34.58300701,7.5,23.35,301
14_29_9,-58.40843863,-34.58460322,7.5,22.33333333,355
14_3_1,-58.43765894,-34.56663269,7.5,34,824
14_3_10,-58.43407015,-34.56850751,7.5,36,367
14_3_11,-58.43333291,-34.56764616,7.5,37.38333333,333
14_3_12,-58.43257217,-34.56675746,7.5,38.9,360
14_3_2,-58.43640973,-34.5677968,7.5,35.36666667,262
14_3_3,-58.4355107,-34.56638271,7.5,37.05,206
14_3_4,-58.4347453,-34.56548316,7.5,38.65,374
14_3_5,-58.43365561,-34.56612037,7.5,40.08333333,402
14_3_6,-58.43442052,-34.56701564,7.5,38.58333333,172
14_3_7,-58.43515543,-34.56787704,7.5,37.03333333,315
14_3_8,-58.43554928,-34.56944758,7.5,34.33333333,456
14_3_9,-58.43480879,-34.56936835,7.5,34.51666667,528
14_30_1,-58.40752766,-34.5791704,7.5,29.41666667,383
14_30_2,-58.40820994,-34.58012402,7.5,28.06666667,474
14_30_3,-58.40671421,-34.58024933,7.5,30.51666667,428
14_30_4,-58.40579452,-34.58067665,7.5,30.11666667,282
14_30_5,-58.40441093,-34.58142559,7.5,28.85,397
14_30_6,-58.40431077,-34.5825486,7.5,27.88333333,224
14_30_7,-58.40485975,-34.58339116,7.5,26.68333333,207
14_30_8,-58.40329776,-34.58291133,7.5,28.95,702
14_30_9,-58.40200052,-34.58317416,7.5,29,617
14_31_1,-58.40555675,-34.57534968,7.5,35.46666667,380
14_31_10,-58.40038545,-34.58115311,0,42.06666667,235
14_31_11,-58.40060781,-34.58335731,6.25,40.56666667,190
14_31_12,-58.39969867,-34.58384707,7.5,29.03333333,277
14_31_2,-58.40576358,-34.57649912,7.5,34.45,366
14_31_3,-58.40546114,-34.57741901,7.5,33.11666667,301
14_31_4,-58.40636008,-34.57840392,7.5,31.26666667,270
14_31_5,-58.40522324,-34.57912499,7.5,32.46666667,288
14_31_6,-58.40415243,-34.57807715,7.5,34.21666667,565
14_31_7,-58.40336005,-34.57991187,7.5,31.93333333,336
14_31_8,-58.40109565,-34.5774466,7.5,37.71666667,339
14_31_9,-58.39777014,-34.57946762,6.25,44.81666667,287
14_4_1,-58.44234765,-34.57055691,7.5,25.75,442
14_4_10,-58.43031286,-34.5765455,7.5,24.33333333,842
14_4_2,-58.4399302,-34.56846224,7.5,29.85,275
14_4_3,-58.4389424,-34.56939075,7.5,30.98333333,294
14_4_4,-58.44128797,-34.57113335,7.5,27.01666667,292
14_4_5,-58.43856082,-34.57048063,7.5,31.26666667,445
14_4_6,-58.43602129,-34.57241677,7.5,33.48333333,783
14_4_7,-58.43704567,-34.5736994,7.5,24.13333333,545
14_4_8,-58.43243162,-34.57500165,7.5,28.13333333,615
14_4_9,-58.43382651,-34.57519055,7.5,28.68333333,486
14_5_10,-58.43777722,-34.57479006,7.5,24.95,694
14_5_4,-58.44009289,-34.57336092,7.5,28.41666667,293
14_5_5,-58.43898916,-34.57403581,7.5,26.76666667,555
14_5_6,-58.43989094,-34.57492222,7.5,28.01666667,383
14_5_7,-58.43855019,-34.57600739,7.5,27.5,323
14_5_8,-58.43915592,-34.5774226,7.5,31.03333333,244
14_5_9,-58.43634439,-34.57557795,7.5,22.95,694
14_6_1,-58.43539479,-34.57668582,7.5,30.9,600
14_6_10,-58.43049689,-34.57759437,7.5,24.66666667,210
14_6_2,-58.43769243,-34.57857579,7.5,32.63333333,546
14_6_3,-58.43607545,-34.57982415,7.5,32.9,550
14_6_4,-58.43458404,-34.5781484,7.5,30.65,434
14_6_5,-58.4333789,-34.57665933,7.5,28.18333333,442
14_6_6,-58.43221004,-34.57733962,7.5,26.93333333,627
14_6_7,-58.43339401,-34.57833546,7.5,28.9,403
14_6_8,-58.43237569,-34.57914,7.5,27.85,291
14_6_9,-58.43138178,-34.57827345,7.5,26.11666667,443
14_7_1,-58.44084583,-34.58644343,7.5,31.93333333,497
14_7_2,-58.44179525,-34.58401863,7.5,35.08333333,543
14_7_3,-58.44017337,-34.58284553,14,37.53333333,454
14_7_4,-58.4403474,-34.58090685,7.5,37,638
14_7_5,-58.43814808,-34.58115483,7.5,36.4,415
14_7_6,-58.43585918,-34.58350671,7.5,33.63333333,381
14_7_7,-58.43831045,-34.58431742,7.5,36.05,365
14_7_8,-58.43770519,-34.58623832,13.5,34.96666667,327
14_7_9,-58.43484869,-34.58528187,13.5,30.68333333,355
14_8_1,-58.43319613,-34.58256572,7.5,29.83333333,525
14_8_2,-58.43314324,-34.58065551,7.5,29.23333333,360
14_8_3,-58.43135657,-34.57994545,7.5,26.65,212
14_8_4,-58.43034891,-34.57906631,7.5,24.9,259
14_8_5,-58.42928452,-34.57818412,7.5,23.08333333,575
14_8_6,-58.42792753,-34.57861296,7.5,21.68333333,509
14_8_7,-58.42718129,-34.5793417,7.5,21.46666667,362
14_8_8,-58.42888017,-34.58020005,7.5,23.56666667,399
14_8_9,-58.43056321,-34.58152317,7.5,26.63333333,705
14_9_1,-58.43385388,-34.57122248,7.5,30.8,718
14_9_10,-58.43263077,-34.57218456,7.5,29.55,560
14_9_11,-58.43174427,-34.57288614,7.5,28.48333333,441
14_9_12,-58.42716721,-34.57480799,7.5,26.33333333,625
14_9_13,-58.42765794,-34.57104331,7.5,34.13333333,388
14_9_2,-58.43338195,-34.56955351,7.5,34.21666667,496
14_9_3,-58.43233746,-34.57016311,7.5,33.08333333,645
14_9_4,-58.43152705,-34.56871775,7.5,35.35,701
14_9_5,-58.43249822,-34.56805075,7.5,37.61666667,232
14_9_6,-58.43158286,-34.56728979,7.5,38.98333333,357
14_9_7,-58.43060399,-34.56794816,7.5,36.83333333,321
14_9_8,-58.43065445,-34.5696705,7.5,33.65,460
14_9_9,-58.43066543,-34.57178673,7.5,30.46666667,457
15_1_1,-58.49985298,-34.59308363,8.6,45.55,529
15_1_10,-58.48827301,-34.58874567,13.5,44.88333333,487
15_1_11,-58.48795278,-34.58679232,7.5,46.65,304
15_1_12,-58.48324847,-34.59140733,13.5,46.33333333,356
15_1_2,-58.49810909,-34.59360502,8.6,45.01666667,459
15_1_3,-58.49575774,-34.59142051,8.6,42.96666667,325
15_1_4,-58.49401552,-34.59267186,8.6,40.38333333,297
15_1_5,-58.49028874,-34.59212269,13.5,44.91666667,393
15_1_6,-58.49155905,-34.59097892,8.6,44.21666667,371
15_1_7,-58.49368121,-34.59021729,8.6,45.5,332
15_1_8,-58.49184062,-34.58907604,13.75,54,373
15_1_9,-58.48940095,-34.58945407,13.5,46.48333333,498
15_10_1,-58.45908806,-34.57991993,7.5,36.5,421
15_10_10,-58.44984573,-34.58224119,7.5,32.78333333,342
15_10_11,-58.45033236,-34.58496514,7.5,30.7,284
15_10_12,-58.45204266,-34.58580358,7.5,27.3,422
15_10_13,-58.45065106,-34.58720661,7.5,29.11666667,408
15_10_2,-58.45836366,-34.58137484,7.5,34.51666667,688
15_10_3,-58.45614197,-34.58081773,7.5,33.8,596
15_10_4,-58.45541578,-34.58319937,7.5,29.78333333,423
15_10_5,-58.4542405,-34.58092527,7.5,33.63333333,401
15_10_6,-58.452905,-34.58133632,7.5,32.78333333,264
15_10_7,-58.45160467,-34.58173874,7.5,32.53333333,492
15_10_8,-58.45299475,-34.58395284,7.5,28.73333333,362
15_10_9,-58.45146289,-34.5837156,7.5,28.93333333,416
15_11_1,-58.44806398,-34.58318096,7.5,35,418
15_11_10,-58.44719155,-34.58900457,7.5,25.63333333,339
15_11_11,-58.44872441,-34.58935095,7.5,25.31666667,728
15_11_12,-58.4468585,-34.59091275,7.5,22.26666667,505
15_11_13,-58.44507823,-34.59132956,7.5,25.56666667,468
15_11_2,-58.44571377,-34.58391132,7.5,32.9,482
15_11_3,-58.44827386,-34.585017,7.5,31.73333333,364
15_11_4,-58.4459166,-34.58623625,7.5,29.48333333,432
15_11_5,-58.44278634,-34.58656148,7.5,30.51666667,381
15_11_6,-58.44043884,-34.58883869,7.5,32.45,444
15_11_7,-58.44305952,-34.58978589,7.5,28.46666667,350
15_11_8,-58.44381254,-34.58766917,7.5,28.85,376
15_11_9,-58.44760511,-34.58740886,7.5,28.26666667,542
15_12_1,-58.43998619,-34.59105165,7.5,33.48333333,436
15_12_2,-58.43685753,-34.59104769,7.5,34.96666667,430
15_12_3,-58.43855655,-34.59262847,7.5,31.31666667,431
15_12_4,-58.44100737,-34.59412392,7.5,28.25,406
15_12_5,-58.44206284,-34.59271606,7.5,30.81666667,454
15_12_6,-58.4444205,-34.59300718,7.5,26.41666667,390
15_12_7,-58.44446908,-34.59383537,7.5,26.36666667,259
15_12_8,-58.44329361,-34.59425177,7.5,28.71666667,432
15_12_9,-58.44291239,-34.5953212,7.5,26.2,267
15_13_1,-58.43550166,-34.59295335,7.5,30.95,455
15_13_10,-58.44166364,-34.59591339,7.5,25.15,339
15_13_2,-58.43416041,-34.59405826,7.5,29.55,384
15_13_3,-58.43710264,-34.59591924,7.5,25.35,358
15_13_4,-58.4382791,-34.59436857,7.5,27.73333333,402
15_13_5,-58.44034807,-34.59515084,7.5,26.38333333,250
15_13_6,-58.43898642,-34.59569652,7.5,25.51666667,254
15_13_7,-58.43868411,-34.59692442,7.5,23.1,340
15_13_8,-58.43988039,-34.59767945,7.5,21.78333333,245
15_13_9,-58.44077839,-34.59679386,7.5,23.48333333,538
15_14_1,-58.44447713,-34.59639737,7.5,26.8,434
15_14_10,-58.44498925,-34.60069719,7.5,27.5,376
15_14_11,-58.44734232,-34.60174538,7.5,30.8,557
15_14_2,-58.44301748,-34.59680732,7.5,24.7,494
15_14_3,-58.44206679,-34.59767669,7.5,23.05,382
15_14_4,-58.44111201,-34.59854704,7.5,21.35,365
15_14_5,-58.44263288,-34.59896483,7.5,22.61666667,496
15_14_6,-58.44316649,-34.60022055,7.5,24.25,278
15_14_7,-58.44412347,-34.59935509,7.5,26.05,508
15_14_8,-58.44534042,-34.59825685,7.5,27.6,478
15_14_9,-58.44783397,-34.59932938,7.5,31.91666667,464
15_15_1,-58.44508604,-34.59491319,7.5,27.7,344
15_15_10,-58.45661284,-34.6028804,6.5,49.65,493
15_15_2,-58.44781515,-34.59514228,7.5,28.08333333,441
15_15_3,-58.44690774,-34.59682992,7.5,31.31666667,495
15_15_4,-58.44862162,-34.59732644,7.5,33.01666667,538
15_15_5,-58.45170446,-34.59786141,7.5,33.41666667,445
15_15_6,-58.45348125,-34.59986791,7.5,37.43333333,458
15_15_7,-58.45518564,-34.60144572,6.75,55.8,476
15_15_8,-58.45205575,-34.60168726,6.5,48.7,352
15_15_9,-58.45560802,-34.60405421,6.5,48.11666667,609
15_16_1,-58.45454166,-34.60460005,6.5,50.13333333,471
15_16_10,-58.44835208,-34.60670492,6.5,44.01666667,445
15_16_11,-58.44485652,-34.60695067,6.5,43.96666667,374
15_16_2,-58.45133927,-34.6025261,6.5,49.98333333,437
15_16_3,-58.44954649,-34.60322282,7.5,33.71666667,528
15_16_4,-58.45244809,-34.60467966,6.5,49.25,394
15_16_5,-58.45397946,-34.60552183,6.5,46.43333333,350
15_16_6,-58.45151878,-34.60571866,6.5,47.13333333,413
15_16_7,-58.44946617,-34.60449578,6.5,46.81666667,455
15_16_8,-58.44695236,-34.60517489,6.5,41.33333333,405
15_16_9,-58.447117,-34.60619522,6.5,45.96666667,345
15_17_1,-58.44220916,-34.60108734,7.5,22.7,390
15_17_10,-58.44099406,-34.60611218,7.5,29.95,446
15_17_11,-58.43987114,-34.60457797,7.5,28.98333333,438
15_17_12,-58.43816972,-34.60508643,7.5,26.03333333,351
15_17_2,-58.4422349,-34.60184971,7.5,24.4,313
15_17_3,-58.44360575,-34.60279825,7.5,26.41666667,462
15_17_4,-58.44536901,-34.6036799,6.5,39.71666667,528
15_17_5,-58.44444886,-34.60571216,6.5,41.65,454
15_17_6,-58.44348625,-34.60505869,6.5,41.53333333,385
15_17_7,-58.44235593,-34.6036041,7.5,28.13333333,376
15_17_8,-58.44090315,-34.60390559,7.5,27.96666667,320
15_17_9,-58.44175101,-34.60513732,7.5,31.1,365
15_18_1,-58.44119844,-34.60026103,7.5,21.11666667,316
15_18_10,-58.4381694,-34.60348088,7.5,26.7,309
15_18_11,-58.43708168,-34.60428772,7.5,24.53333333,341
15_18_12,-58.43611443,-34.60350095,7.5,23.7,294
15_18_13,-58.43546544,-34.60412707,7.5,24.36666667,251
15_18_2,-58.44030677,-34.6010346,7.5,22.51666667,215
15_18_3,-58.43969829,-34.5998323,7.5,20.96666667,360
15_18_4,-58.43843434,-34.6010415,7.5,22.11666667,233
15_18_5,-58.43961515,-34.60176595,7.5,23.73333333,238
15_18_6,-58.44040799,-34.60277207,7.5,26.75,278
15_18_7,-58.43892714,-34.60259365,7.5,25.21666667,395
15_18_8,-58.43770584,-34.60182704,7.5,23.55,293
15_18_9,-58.43690321,-34.60266889,7.5,24.6,231
15_19_1,-58.43663966,-34.60123183,7.5,23.61666667,218
15_19_10,-58.43198022,-34.60203234,7.5,17.7,503
15_19_11,-58.4328337,-34.60139021,7.5,20.48333333,422
15_19_2,-58.43566627,-34.60048061,7.5,24.06666667,400
15_19_3,-58.43440301,-34.59971848,7.5,23.61666667,354
15_19_4,-58.43361942,-34.6005573,7.5,22.18333333,408
15_19_5,-58.43418765,-34.60162423,7.5,20.63333333,442
15_19_6,-58.43557324,-34.60185716,7.5,22.75,389
15_19_7,-58.43489806,-34.60271861,7.5,21.93333333,374
15_19_8,-58.43417998,-34.60340197,7.5,21.01666667,303
15_19_9,-58.43285238,-34.60269707,7.5,19.13333333,337
15_2_1,-58.48641487,-34.58579489,7.5,44.71666667,363
15_2_10,-58.48447805,-34.58797881,13.5,42.26666667,309
15_2_2,-58.48457199,-34.58467961,7.5,42.71666667,401
15_2_3,-58.48246615,-34.58359489,7.5,39.7,390
15_2_4,-58.48093912,-34.58220501,7.5,36.63333333,291
15_2_5,-58.47925836,-34.58091606,7.5,33.68333333,231
15_2_6,-58.47942035,-34.58329671,7.5,35.63333333,340
15_2_7,-58.48023318,-34.58516504,7.5,38.11666667,310
15_2_8,-58.48289044,-34.58617641,7.5,41.25,317
15_2_9,-58.48184297,-34.58709187,7.5,40.25,281
15_20_1,-58.43897807,-34.59857272,7.5,19.78333333,418
15_20_10,-58.43284989,-34.59652685,7.5,27.61666667,448
15_20_11,-58.43169858,-34.59525236,7.5,29.53333333,428
15_20_12,-58.43048552,-34.59474539,7.5,30.91666667,414
15_20_2,-58.43772743,-34.5998244,7.5,21.33333333,400
15_20_3,-58.43660944,-34.59913563,7.5,23.66666667,431
15_20_4,-58.43781979,-34.59784508,7.5,21.5,301
15_20_5,-58.43677999,-34.59718008,7.5,22.98333333,321
15_20_6,-58.43557052,-34.59847084,7.5,25.11666667,362
15_20_7,-58.43403764,-34.59771771,7.5,25.96666667,352
15_20_8,-58.43516306,-34.59614718,7.5,25.33333333,335
15_20_9,-58.43354635,-34.59511567,7.5,27.68333333,272
15_21_1,-58.43332637,-34.59903038,7.5,24.06666667,428
15_21_10,-58.42956698,-34.59937968,7.5,21.91666667,328
15_21_11,-58.42840672,-34.59867258,7.5,23.7,414
15_21_12,-58.42721193,-34.59802134,7.5,25.3,283
15_21_13,-58.42532551,-34.59765711,7.5,27.35,483
15_21_2,-58.43170898,-34.59799618,7.5,25.11666667,513
15_21_3,-58.42931956,-34.59647527,7.5,27.76666667,337
15_21_4,-58.42839324,-34.59722247,7.5,26.53333333,389
15_21_5,-58.430384,-34.59848789,7.5,24.73333333,256
15_21_6,-58.43200241,-34.59952389,7.5,22.51666667,580
15_21_7,-58.43175909,-34.60070644,7.5,20.83333333,231
15_21_8,-58.43114972,-34.60143003,7.5,19.4,326
15_21_9,-58.43056331,-34.60017408,7.5,21.26666667,455
15_3_13,-58.47340496,-34.57851765,7.5,33.03333333,383
15_3_10,-58.46226898,-34.57829772,7.5,36.65,460
15_3_11,-58.46103,-34.58018538,7.5,37.15,398
15_3_12,-58.4632818,-34.57998091,7.5,34.11666667,642
15_3_2,-58.47409705,-34.58010062,7.5,30.63333333,521
15_3_3,-58.47141122,-34.57973181,7.5,31.5,482
15_3_4,-58.47003633,-34.57764336,7.5,36.36666667,369
15_3_5,-58.47171286,-34.57667848,7.5,36.41666667,406
15_3_6,-58.46782734,-34.57651695,7.5,36.65,336
15_3_7,-58.46597855,-34.57492126,7.5,39.91666667,366
15_3_8,-58.46264001,-34.57693403,7.5,37.6,446
15_3_9,-58.4649455,-34.57818921,7.5,34.65,436
15_4_1,-58.47162511,-34.58139655,7.5,29.06666667,447
15_4_10,-58.46367448,-34.58599753,7.5,29.18333333,346
15_4_11,-58.46765189,-34.58518449,7.5,27.2,397
15_4_12,-58.47117897,-34.58356731,7.5,30.8,460
15_4_13,-58.46985315,-34.5860629,7.5,30.86666667,384
15_4_14,-58.4661111,-34.58836179,7.5,32.3,474
15_4_2,-58.46978342,-34.58153235,7.5,31.01666667,354
15_4_3,-58.46688081,-34.5789816,7.5,33,482
15_4_4,-58.46837251,-34.58136996,7.5,30.31666667,289
15_4_5,-58.4672632,-34.58197331,7.5,28.55,332
15_4_6,-58.46614031,-34.58216738,7.5,27.81666667,395
15_4_7,-58.46418721,-34.58272498,7.5,29.25,437
15_4_8,-58.46149488,-34.58259699,7.5,32.31666667,400
15_4_9,-58.46195825,-34.58468509,7.5,30.73333333,336
15_5_1,-58.47668354,-34.58047683,7.5,32.15,379
15_5_10,-58.47561163,-34.58991338,7.5,41.21666667,336
15_5_11,-58.47726866,-34.59056173,7.5,42.41666667,350
15_5_12,-58.47916654,-34.58773495,7.5,38.9,349
15_5_13,-58.47996186,-34.58963025,7.5,41.4,344
15_5_14,-58.48205202,-34.58940663,7.5,43.23333333,373
15_5_2,-58.47653736,-34.58165934,7.5,31.56666667,484
15_5_3,-58.47677996,-34.58294372,7.5,32.41666667,379
15_5_4,-58.47329025,-34.58348272,7.5,30.2,328
15_5_5,-58.47419689,-34.58456583,7.5,31.93333333,424
15_5_6,-58.47581809,-34.58570357,7.5,33.98333333,386
15_5_7,-58.4777381,-34.58504941,7.5,35.35,339
15_5_8,-58.4758237,-34.58741866,7.5,36.48333333,453
15_5_9,-58.47262431,-34.58784688,7.5,37.58333333,410
15_6_1,-58.49998527,-34.59507286,8.6,45.6,352
15_6_2,-58.49816601,-34.59607154,6.75,67.06666667,316
15_6_3,-58.49664261,-34.59557418,8.6,45.26666667,316
15_6_4,-58.49465288,-34.59590647,6.75,67.81666667,362
15_6_5,-58.49294006,-34.59410331,8.6,42.73333333,250
15_6_6,-58.48372246,-34.59559487,6.75,62.43333333,245
